file_name;char_used;perc_printable
xortool_out/00.out;0;61.0
xortool_out/01.out;0;59.0
xortool_out/02.out;0;61.0
xortool_out/03.out;0;59.0
xortool_out/04.out;0;60.0
xortool_out/05.out;0;58.0
xortool_out/06.out;0;58.0
xortool_out/07.out;0;56.0
xortool_out/08.out;0;58.0
xortool_out/09.out;0;56.0
xortool_out/10.out;0;58.0
xortool_out/11.out;0;56.0
